"BIBLIOGRAFIA";"AUTOR";"TITULO";"FECHA";"CRITERIO";"BLOQUE";"MEDIO";"SOPORTE";"TEMA";"PAIS";"ZONA";"TIPOLOGIA";"NOTAS";"CONCORDANCIA";"Valida"
"Gracián, Enrique: Los números primos. Barcelona: RBA, 2010.";"Gracián, Enrique";"Los números primos";2010;"Primera edición";"No ficción";"Escrito";"Libro";"Ciencias y tecnología";"España";;;;"Por otro lado, existe una regla de signos para la multiplicación y la división que se traduce en que ""más por más es igual a más; más por menos (o menos por más) es igual a menos"" y ""menos por menos es igual a más"", que escrito de forma simbólica sería:";"no"
"Ebrat Picart, Alejandro: Las sucesiones y donaciones en Cataluña con la nueva reforma. Barcelona: Deusto, 2010.";"Ebrat Picart, Alejandro";"Las sucesiones y donaciones en Cataluña con la nueva reforma";2010;"Primera edición";"No ficción";"Escrito";"Libro";"Política, economía y justicia";"España";;;;"-Mantener el carácter progresivo del impuesto (el que más hereda más paga).";"no"
"Naveiras, José: «El dinero». El incendio y otros relatos. Madrid: Luarna, 2010.";"Naveiras, José";"El incendio y otros relatos";2010;"Primera edición";"Ficción";"Escrito";"Libro";"Relato";"España";;"Ficción";;"Tengo que volver a casa y enviarlo pero seguro que el capullo de Marcelo se me va, no se que hacer. Bueno, mira, que les den; mañana se lo envío y que sea lo que Dios quiera. Total que más da un día más o menos. Total para la mierda que pagan.";"no"
"Especialistas secundarios. Podría ser peor. Barcelona: Libros del Silencio, 2010.";;"Especialistas secundarios. Podría ser peor";2010;"Primera edición";"Ficción";"Escrito";"Libro";"Guion";"España";;"Ficción";;"Presentador: Me está volviendo loco. Qué más dará que sea más para una cosa que para otra...";"no"
"Puértolas, Soledad: «Dos hombres». Compañeras de viaje. Barcelona: Anagrama, 2010.";"Puértolas, Soledad";"Compañeras de viaje";2010;"Primera edición";"Ficción";"Escrito";"Libro";"Relato";"España";;"Ficción";;"lo creí del todo porque era el típico conquistador. Quién sabe con cuántas mujeres habría salido. A la vez, pensaba que sí, que me llamaría, porque esta clase de hombres aprovechan todas las oportunidades que se les presentan, aunque sólo sea para hacer fondo, para alargar la lista de sus conquistas. Más es más, éste es su lema.";"no"
"PRESEGAL: SCOM_H12_027. ";"PRESEGAL";"SCOM_H12_027";2010;"Fecha de grabación";" ";"Oral";" ";;"España";;"Entrevista";;"la ciudad / cómo funciona tema todo de de de de arquitectura toda que hay por allí porque también me gusta el poquiño así ver así cosas // pues la / pues la verdad que me gustó // y / comparado con Madrid por ejemplo en Madrid / estuve algo por Madrid pero / ya mucho más agobiante ya / más otr / llevan otro ritmo en Madrid // andan más / andan más";"no"
"PRESEGAL: SCOM_H32_033. ";"PRESEGAL";"SCOM_H32_033";2010;"Fecha de grabación";" ";"Oral";" ";;"España";;"Entrevista";;"cambiar ciertas costumbres eso sí // sí porque a medida que el nivel de las personas va subiendo // no todas te tienen una // una base sólida // para / conservar / un // un raciocinio normal / y por lo tanto se / desvaría / porque claro / cada uno va considerándose cada vez superior / y entonces / el desvarío de la cabeza siempre lleva a // a ver ciertas cosas que / se parecen más / digamos a animales más que a las personas con razonamiento sólido";"no"
"PRESEGAL: SCOM_H32_033. ";"PRESEGAL";"SCOM_H32_033";2010;"Fecha de grabación";" ";"Oral";" ";;"España";;"Entrevista";;"sí que se están perdiendo sí // que se están perdiendo porque aún hay mucha gente involucrada y muy muy bien que no // no digo que no haya gente / ¿qué pasa? que siempre en esta / / eh tan en los tiempos que vivimos // siempre se nota más los que más / protestan los que más // aunque sean menos / siempre harán más barullo / más griterío que los / que los que // que los que no se meten en nada y hacen su vida normal";"no"
"PRESEGAL: SCOM_M22_034. ";"PRESEGAL";"SCOM_M22_034";2010;"Fecha de grabación";" ";"Oral";" ";;"España";;"Entrevista";;"palma eh / en el caso de bueno de denuncias de / de gente que por negligencias y por historias que claro estás jugando con la salud / no estás hablando de / de cuestiones materiales estás hablando de / de personas y de su yo no sé / cuál sería la solución desde luego la solución no creo que sea privatizar / todo lo contrario // habrá que pedir más / especializar más al personal a base de cursos a base de bueno reciclajes y / y bueno / poner interés en que el servicio público tire para adelante y vaya cada vez más // invertir en eso más que";"no"
"PRESEGAL: SCOM_M22_034. ";"PRESEGAL";"SCOM_M22_034";2010;"Fecha de grabación";" ";"Oral";" ";;"España";;"Entrevista";;"hablando de / de personas y de su yo no sé / cuál sería la solución desde luego la solución no creo que sea privatizar / todo lo contrario // habrá que pedir más / especializar más al personal a base de cursos a base de bueno reciclajes y / y bueno / poner interés en que el servicio público tire para adelante y vaya cada vez más // invertir en eso más que";"no"
"PRESEGAL: SCOM_H31_043. ";"PRESEGAL";"SCOM_H31_043";2010;"Fecha de grabación";" ";"Oral";" ";;"España";;"Entrevista";;"sí mujer en todo / mmm la gente // eh yo qué sé / deben ser mm las comidas de de ahora que mm parece que la gente / / yo no sé yo la encuentro más rara y todo y / tiene más parece que tiene más problemas de salud incluso tú hablas con cualquiera // y t dice oye ¿qué qué te pasa? y ¡ay tal! me encuentro mal o estoy mal de una cosa y de otra // / y yo creo que hace mucho de las comidas que comemos / no es como antes que tomabas / la comida de los";"no"
"PRESEGAL: SCOM_H31_043. ";"PRESEGAL";"SCOM_H31_043";2010;"Fecha de grabación";" ";"Oral";" ";;"España";;"Entrevista";;"mmm es un un / una forma / un hierro en forma de lengua / más o menos de esta altura // y se pesa sobre setecientos casi no / más / más / pesa más / debe andar sobre dos kilos y pico o tres kilos más o menos / la llave / y después hay unos pesos / le llaman unos pesos que son redondos // que se tiran / a esa llave / sobre una distancia / de catorce metros // veinte centímetros // y se juega / a eso le llaman el juego de la llave // y yo soy el presidente";"no"
"PRESEGAL: SCOM_M21_041. ";"PRESEGAL";"SCOM_M21_041";2010;"Fecha de grabación";" ";"Oral";" ";;"España";;"Entrevista";"Contiene pequeños fragmentos en gallego.";"supervisora nada / que traballaba coma unha mona pero bueno / porque yo iba por una tienda supervisaba pero estaba la tienda toda mal / desmontaba la tienda volvía a montar la tienda // la la la cámara mal / desmontaba la cámara / volver a poner la cámara bien / marchaba para otra tienda / volvía a hacer lo mismo // y así estuve dos años no aguantaba más / dije yo no aguanto más así / / porque yo salía de mi casa / a las siete de la mañana / siete y media / llegaba a mi casa a las once de la noche";"no"
"PRESEGAL: SCOM_M21_041. ";"PRESEGAL";"SCOM_M21_041";2010;"Fecha de grabación";" ";"Oral";" ";;"España";;"Entrevista";"Contiene pequeños fragmentos en gallego.";"¿quién mejor que tú sabe lo que vas a vender en esa tienda? / si llevas ahí siete o ocho años // y él ¿qué va a saber él? / si él de no sabe / pero / como era el jefe sabía más // y así fue él la pescadería después al cerrar la carnicería que era la que // la que más daba la que más vendía / la pescadería fue poquito a poco y después ya no vendía nada / y él se quedaba con el congelado solo y están así también / también le fue mucho abajo / el congelado porque claro / hasta las clientas están acostumbradas a una persona / a unas personas // y las que metieron ¡vaya por Dios! / ya estaban";"no"
"PRESEGAL: SCOM_M21_048. ";"PRESEGAL";"SCOM_M21_048";2010;"Fecha de grabación";" ";"Oral";" ";;"España";;"Entrevista";;"y y ¿crees que eso se da más es más fácil en una ciudad como Santiago / que o bueno es independiente de eso? eso un poco va en las personas o";"no"
"Trucido, Alexis: «San Cono resume la fe con apuestas, política y fútbol». El Pais. Montevideo: elpais.com.uy, 2010-06-04.";"Trucido, Alexis";"El Pais";2010;"Primera edición";"No ficción";"Escrito";"Prensa";"Ciencias sociales, creencias y pensamiento";"Uruguay";"Río de la Plata";;;"Pero varios más llegaron de más lejos para cumplir, pedir o simplemente agradecer. Cono Lomando caminó más de 100 kilómetros para cumplir con una promesa al santo. ""Que ganara el Partido Nacional -lo hizo por 252 votos en Florida- y que mi mujer mejorara"", fue la promesa según explicó a un medio local.";"no"
"Casar, Eduardo: «Gerardo Rod, un muy buen escritor muy poco conocido». Letras Libres. México D. F.: letraslibres.com, 2010-03.";"Casar, Eduardo";"Letras Libres";2010;"Primera edición";"No ficción";"Escrito";"Prensa";"Ciencias sociales, creencias y pensamiento";"México";"México y Centroamérica";;"Periodicidad: mensual";"Por cierta época yo hacía una especie de taller literario individual con Enrique Fernández Castelló sobre la novela que él estaba escribiendo y entonces invité a Gerardo a juntar su opinión con la nuestra, y es que todos los escritores que se respeten a sí mismos (y entre ellos) siempre hacen una especie de taller con los amigos que más admiran y cuyas opiniones más aprecian. Los que no tienen amigos no lo hacen.";"no"
"Parra, José Ángel: «Enfrentaremos al mejor equipo de México: Pardo». El Universal.mx. México D. F.: eluniversal.com.mx, 2010-10-01.";"Parra, José Ángel";"El Universal.mx";2010;"Primera edición";"No ficción";"Escrito";"Prensa";"Actualidad, ocio y vida cotidiana";"México";"México y Centroamérica";;;"Al igual que sus compañeros, Pardo resaltó que ""todos los rivales nos quieren ganar, no hay uno que no, eso lo sabemos, porque desde que uno llega a este club te das cuenta que es el más amado y el más odiado, también el más polémico y eso lo hace grande, además de su historia y todo lo que tiene"".";"no"
"Galván Ochoa, Enrique: «Dinero». La Jornada. México D. F.: jornada.unam.mx, 2010-06-08.";"Galván Ochoa, Enrique";"La Jornada";2010;"Primera edición";"No ficción";"Escrito";"Prensa";"Política, economía y justicia";"México";"México y Centroamérica";;;"en la economía doméstica sólo aplicó a la franja fronteriza, o en la capital, porque por acá el sábado anterior, 5 de junio, los periódicos locales anunciaban el incremento correspondiente a junio. En una de esas la SHCP piensa que si los victorenses pagamos recibos de 4 mil pesos bimestrales de luz eléctrica, pos que más da 8 centavitos más a la gasolina. Saludos desde esta tierra que está a 40 grados de temperatura.";"no"
"«Todos contra todos en 2010». Hoy.com.ec. Quito: hoy.com.ec, 2010-01-01.";;"Hoy.com.ec";2010;"Primera edición";"No ficción";"Escrito";"Prensa";"Actualidad, ocio y vida cotidiana";"Ecuador";"Andina";;;"La propuesta que más ha sonado, y que más adeptos acoge, es la promovida por la Asociación de Fútbol No Amateur de Pichincha (AFNA). Esta propuesta, pese a la sugerencia de Liga de Quito de que se jueguen dos torneos, consiste en un sistema estructurado por tres etapas.";"no"
"«Frío causa muerte de al menos 18 personas en cuatro departamentos». La Prensa.com.bo. La Paz: laprensa.com.bo, 2010-07-19.";;"La Prensa.com.bo";2010;"Primera edición";"No ficción";"Escrito";"Prensa";"Ciencias y tecnología";"Bolivia";"Andina";;;"Las estufas también son muy requeridas. Según algunos vendedores de la calle Eloy Salmón, el frío les ""ayudó"" en el negocio, pues la gente busca calefacción más que nunca. Las más demandadas son las más económicas, consistentes en una garrafa de gas conectada a una especie de calentador. Hay aparatos desde 100 hasta 700 bolivianos.";"no"
"«Salud». Hoy digital. Santo Domingo: hoy.com.do, 2010-01-17.";;"Hoy digital";2010;"Primera edición";"No ficción";"Escrito";"Prensa";"Salud";"República Dominicana";"Antillas";;;"1. ¿Estás en esta situación? Intenta cambiar tu punto de vista. Supón que eres rica y alguien te roba 5 euros. Pensarás: ""¡Qué más da, tengo cosas más importantes de qué preocuparme. Cinco euros menos no varían mi situación!"". No perseguirás ni denunciarás al culpable, y se te olvidará casi al instante. Pero, ¿y si los 5 euros es todo lo que tenías? Pensarías que que quien te robó es el";"no"
"Avetikian, Tamara: «Alcalde de Buenos Aires: En India, Macri se presenta como candidato presidencial». El Mercurio. Santiago de Chile: diario.elmercurio.com, 2010-05-02.";"Avetikian, Tamara";"El Mercurio";2010;"Primera edición";"No ficción";"Escrito";"Prensa";"Política, economía y justicia";"Chile";"Chilena";;;"Yo veo el final irremediable del ciclo oficialista. Cuando más hace esto, más se aleja del ciudadano común.";"no"
"«Atendieron gratuitamente más de mil familias de zonas afectadas por lluvias y lodo». Salud Avanza. Lima: minsa.gob.pe/portada/prensa.asp, 2010-01-05.";;"Salud Avanza";2010;"Primera edición";"No ficción";"Escrito";"Prensa";"Salud";"Perú";"Andina";;;"l horario de atención en todos los establecimientos de salud del Ministerio de Salud, de ocho de la mañana hasta las seis de la tarde; y la visita de médicos especialistas y brigadas de salud del programa piloto ""Médico de mi Casa"", se iniciaron las acciones dispuestas para atender a la población que más sufre en las zonas más vulnerables a consecuencia de las lluvias en la capital.";"no"
